Model,Dataset,Missing Rate (%),Métrica,Teste
mean,pima_diabetes,20,MAE,0.141731407782636
mean,pima_diabetes,20,MAE,0.108278455764775
mean,pima_diabetes,40,MAE,0.121990838662355
mean,pima_diabetes,40,MAE,0.119742814158075
mean,pima_diabetes,40,MAE,0.126496248129471
mean,pima_diabetes,40,MAE,0.135695154136746
mean,pima_diabetes,40,MAE,0.130881530315511
mean,pima_diabetes,60,MAE,0.120352594357495
mean,pima_diabetes,60,MAE,0.127450593579264
mean,pima_diabetes,60,MAE,0.128544753076012
mean,pima_diabetes,60,MAE,0.166294362535053
mean,pima_diabetes,60,MAE,0.124053488562448
mean,bc_coimbra,10,MAE,0.106572273894431
mean,bc_coimbra,10,MAE,0.136004089878841
mean,bc_coimbra,10,MAE,0.267804357495191
mean,bc_coimbra,10,MAE,0.143447532203687
mean,bc_coimbra,10,MAE,0.183352801027376
mean,bc_coimbra,20,MAE,0.204864992053528
mean,bc_coimbra,20,MAE,0.139137024108842
mean,bc_coimbra,20,MAE,0.247022299655115
mean,bc_coimbra,20,MAE,0.150659093193096
mean,bc_coimbra,20,MAE,0.111373444612351
mean,bc_coimbra,40,MAE,0.208907805538697
mean,bc_coimbra,40,MAE,0.165791442780375
mean,bc_coimbra,40,MAE,0.149399211747985
mean,bc_coimbra,40,MAE,0.120484208492228
mean,bc_coimbra,40,MAE,0.16581806865343
mean,bc_coimbra,60,MAE,0.160062328143698
mean,bc_coimbra,60,MAE,0.18074624655965
mean,bc_coimbra,60,MAE,0.188032676210589
mean,bc_coimbra,60,MAE,0.135472307779237
mean,bc_coimbra,60,MAE,0.137580661056948
mean,indian_liver,10,MAE,0.163785478475995
mean,indian_liver,10,MAE,0.101161014282377
mean,indian_liver,10,MAE,0.11606936427042
mean,indian_liver,10,MAE,0.158632474472856
mean,indian_liver,10,MAE,0.080274349677112
mean,indian_liver,20,MAE,0.186417689848934
mean,indian_liver,20,MAE,0.134991612135904
mean,indian_liver,20,MAE,0.0838023959373846
mean,indian_liver,20,MAE,0.163925410253286
mean,indian_liver,20,MAE,0.0930369104408708
mean,indian_liver,40,MAE,0.152448049371101
mean,indian_liver,40,MAE,0.0775272831309958
mean,indian_liver,40,MAE,0.1572724601193
mean,indian_liver,40,MAE,0.0771189242330932
mean,indian_liver,40,MAE,0.13814595344709
mean,indian_liver,60,MAE,0.141608032242066
mean,indian_liver,60,MAE,0.0976066612487146
mean,indian_liver,60,MAE,0.0807180140886758
mean,indian_liver,60,MAE,0.0795465582376008
mean,indian_liver,60,MAE,0.160654723992122
mean,parkinsons,10,MAE,0.193535448690236
mean,parkinsons,10,MAE,0.157394829747756
mean,parkinsons,10,MAE,0.179718667453544
mean,parkinsons,10,MAE,0.137731707766462
mean,parkinsons,10,MAE,0.156726081142492
mean,parkinsons,20,MAE,0.146760508928656
mean,parkinsons,20,MAE,0.142870190839514
mean,parkinsons,20,MAE,0.177593401328843
mean,parkinsons,20,MAE,0.132701351915344
mean,parkinsons,20,MAE,0.111455939724689
mean,parkinsons,40,MAE,0.133516315714708
mean,parkinsons,40,MAE,0.122690428489572
mean,parkinsons,40,MAE,0.128946932710795
mean,parkinsons,40,MAE,0.131334596783348
mean,parkinsons,40,MAE,0.12806667345071
mean,parkinsons,60,MAE,0.16028398326629
mean,parkinsons,60,MAE,0.134139124022216
mean,parkinsons,60,MAE,0.189511328178887
mean,parkinsons,60,MAE,0.126315643091674
mean,parkinsons,60,MAE,0.173393795957764
mean,mammographic_masses,10,MAE,0.202245275423766
mean,mammographic_masses,10,MAE,0.243262993880186
mean,mammographic_masses,10,MAE,0.393982568113607
mean,mammographic_masses,10,MAE,0.260992771474858
mean,mammographic_masses,10,MAE,0.27514012594868
mean,mammographic_masses,20,MAE,0.235640071909727
mean,mammographic_masses,20,MAE,0.165700335218491
mean,mammographic_masses,20,MAE,0.342772593017225
mean,mammographic_masses,20,MAE,0.280220956342306
mean,mammographic_masses,20,MAE,0.398386095070499
mean,mammographic_masses,40,MAE,0.389338979579143
mean,mammographic_masses,40,MAE,0.281212407667995
mean,mammographic_masses,40,MAE,0.214563992464214
mean,mammographic_masses,40,MAE,0.271180342009532
mean,mammographic_masses,40,MAE,0.17987551040891
mean,mammographic_masses,60,MAE,0.317083866462333
mean,mammographic_masses,60,MAE,0.32209101742283
mean,mammographic_masses,60,MAE,0.28018455623672
mean,mammographic_masses,60,MAE,0.263272567079674
mean,mammographic_masses,60,MAE,0.304691129361437
mean,hcv_egyptian,10,MAE,0.31835406645744
mean,hcv_egyptian,10,MAE,0.325942596496667
mean,hcv_egyptian,10,MAE,0.249091024174501
mean,hcv_egyptian,10,MAE,0.352554458714758
mean,hcv_egyptian,10,MAE,0.378479252986436
mean,hcv_egyptian,20,MAE,0.332871799850217
mean,hcv_egyptian,20,MAE,0.303408346922523
mean,hcv_egyptian,20,MAE,0.291858369680801
mean,hcv_egyptian,20,MAE,0.329196356405826
mean,hcv_egyptian,20,MAE,0.293013517448285
mean,hcv_egyptian,40,MAE,0.328711888461858
mean,hcv_egyptian,40,MAE,0.300531100336449
mean,hcv_egyptian,40,MAE,0.31995096566998
mean,hcv_egyptian,40,MAE,0.348091349163271
mean,hcv_egyptian,40,MAE,0.322474724983533
mean,hcv_egyptian,60,MAE,0.311266252586136
mean,hcv_egyptian,60,MAE,0.320424354262586
mean,hcv_egyptian,60,MAE,0.327695931712224
